a,啊
khookun,khóo-kùn
khoolaktea,褲橐袋仔
khoolaktea,khòo-lak-tē-á
khoolenga,苦楝仔
khoolenga,khóo-lēng-á
khoolian,苦憐
khoolian,khóo-liân
khoomia,苦命
khoomia,khóo-miā
khoomialang,苦命人
khoomialang,khóo-miā-lâng
khoosiap,苦澀
khoosiap,khóo-siap
khoote,褲袋
khoote,khòo-tē
khootee,苦茶
khootee,khóo-têe
khooteeiu,苦茶油
khooteeiu,khóo-têe-iû
khootiong,苦衷
khootiong,khóo-tiong
khootseng,苦情
khootseng,khóo-tsêng
khootshut,苦齣
khootshut,khóo-tshut
khootsiu,苦酒
khootsiu,khóo-tsiú
khoseng,考生
khoseng,khó-seng
khoteng,課程
khoteng,khò-têng
khothaumuai,洘頭糜
khothaumuai,khó-thâu-muâi
khotiaunn,科長
khotiaunn,考場
khotiaunn,課長
khotiaunn,kho-tiáunn
khotiaunn,khó-tiâunn
khotiaunn,khò-tiáunn
khotionn,科長
khotionn,考場
khotionn,課長
khotionn,kho-tiónn
khotionn,khó-tiônn
khotionn,khò-tiónn
khotseng,考證
khotseng,khó-tsèng
khotsheeh,考冊
khotsheeh,khó-tsheeh
khotshia,考車
khotshia,khó-tshia
khotuatsheeh,考大冊
khotuatsheeh,khó-tuā-tsheeh
khuahtoo,闊度
khuahtoo,khuah-tōo
khuaikhuaiho,快快好
khuaikhuaiho,khuài-khuài-hó
khuaimui,快門
khuaimui,khuài-muî
khuaipantshia,快班車
khuaipantshia,khuài-pan-tshia
khuanek,權益
khuanek,khuân-ek
khuankeng,環境
khuankeng,khuân-kéng
khuanlek,權力
khuanlek,khuân-le̍k
khuannbekhi,看袂起
khuannbekhi,khuànn-bē-khí
khuannbetshut,看袂出
khuannbetshut,khuànn-bē-tshut
khuannbobakte,看無目地
khuannbobakte,khuànn-bô-ba̍k-tē
khuannboloo,看無路
khuannboloo,khuànn-bô-lōo
khuannetshut,看會出
khuannetshut,khuànn-ē-tshut
khuanniaunn,看樣
khuanniaunn,khuànn-iāunn
khuannionn,看樣
khuannionn,khuànn-iōnn
khuanniseng,看醫生
khuanniseng,khuànn-i-seng
khuannkhui,看開
khuannkhui,khuànn-khui
khuannlangbotiam,看人無點
khuannlangbotiam,khuànn-lâng-bô-tiám
khuannmia,看命
khuannmia,khuànn-miā
khuannpennpang,看病房
khuannpennpang,khuànn-pēnn-pâng
khuannsiau,看數
khuannsiau,khuànn-siàu
khuannsim,看心
khuannsim,khuànn-sim
khuannthaului,看頭鐳
khuannthaului,khuànn-thâu-lui
khuanntshin,看親
khuanntshin,khuànn-tshin
khuanntshintsiann,看親情
khuanntshintsiann,khuànn-tshin-tsiânn
khuanntsui,看水
khuanntsui,khuànn-tsuí
khuansek,款式
khuansek,khuán-sek
khuatsek,缺席
khuatsek,khuat-se̍k
khuatsiong,誇獎
khuatsiong,khua-tsióng
khuhek,區域
khuhek,khu-he̍k
khuhongiu,驅風油
khuhongiu,khu-hong-iû
khuihua,開花
khuihua,khui-hua
khuihue,開火
khuihue,khui-hué
khuikang,開工
khuikang,khui-kang
khuikee,開價
khuikee,khui-kèe
khuikham,開闔
khuikham,khui-khàm
khuikhong,開壙
khuikhong,khui-khòng
khuikiu,開球
khuikiu,khui-kiû
khuimui,開門
khuimui,khui-muî
khuinn,快
khuinn,khuìnn
khuinnuah,快活
khuinnuah,khuìnn-ua̍h
khuisit,虧失
khuisit,khui-sit
khuiteng,開庭
khuiteng,khui-têng
khuithau,開頭
khuithau,khui-thâu
khuitiann,開鼎
khuitiann,khui-tiánn
khuitopang,開刀房
khuitopang,khui-to-pâng
khuitseek,開仄
khuitseek,khui-tse̍ek
khuituann,開壇
khuituann,khui-tuânn
khuituannphoo,開單簿
khuituannphoo,khui-tuann-phōo
khuke,跍街
khuke,khû-ke
khukhalau,跍骹樓
khukhalau,khû-kha-lâu
khun,菌
khun,khún
khunbang,睏夢
khunbang,khùn-bāng
khunbekhi,睏昧起
khunbekhi,khùn-bē-khí
khunioh,睏藥
khunioh,khùn-io̍h
khunkeng,困境
khunkeng,khùn-kéng
khunkhi,睏起
khunkhi,khùn-khí
khunkuethau,睏過頭
khunkuethau,khùn-kuè-thâu
khuntittit,睏直直
khuntittit,khùn-ti̍t-ti̍t
khuntseng,菌種
khuntseng,khún-tséng
khutiaunn,區長
khutiaunn,khu-tiáunn
khutionn,區長
khutionn,khu-tiónn
kiakat,寄卡
kiakat,kià-ka̍t
kiakim,寄金
kiakim,kià-kim
kiakue,梔仔粿
kiakue,ki-á-kué
kiamahnui,鹹鴨卵
kiamahnui,kiâm-ah-nuī
kiamek,檢疫
kiamek,kiám-e̍k
kiamhee,減下
kiamhee,kiám-hēe
kiamkee,減價
kiamkee,kiám-kèe
kiamkeng,檢警
kiamkeng,kiám-kéng
kiamkohsiap,鹹閣澀
kiamkohsiap,kiâm-koh-siap
kiamliau,減料
kiamliau,kiám-liāu
kiammuai,鹹糜
kiammuai,kiâm-muâi
kiamnui,鹹卵
kiamnui,kiâm-nuī
kiamse,減稅
kiamse,kiám-se
kiamsek,檢索
kiamsek,kiám-sek
kiamsiap,鹹澀
kiamsiap,kiâm-siap
kiamsuinntinn,鹹酸甜
kiamsuinntinn,kiâm-suinn-tinn
kiamtek,劍竹
kiamtek,kiàm-tek
kiamteng,檢定
kiamteng,kiám-tēng
kiamtsang,鹹粽
kiamtsang,kiâm-tsàng
kiamtshau,鹹草
kiamtshau,kiâm-tsháu
kiamtshek,檢測
kiamtshek,kiám-tshek
kiamtsianpiann,鹹煎餅
kiamtsianpiann,kiâm-tsian-piánn
kiamtsui,鹹水
kiamtsui,鹼水
kiamtsui,kiâm-tsuí
kiamtsui,kiâm-tsuí
kianlui,捐鐳
kianlui,kian-lui
kiannaubuemui,行後尾門
kiannaubuemui,kiânn-āu-bué-muî
kiannhau,行孝
kiannhau,kiânn-hàu
kiannhuanthau,行翻頭
kiannhuanthau,kiânn-huan-thâu
kiannjin,鏡仁
kiannjin,kiànn-jîn
kiannkeng,行經
kiannkeng,kiânn-keng
kiannkheng,鏡框
kiannkheng,kiànn-kheng
kiannkiann,行行
kiannkiann,kiânn-kiânn
kiannkiannsunsun,子子孫孫
kiannkiannsunsun,kiánn-kiánn-sun-sun
kiannpang,行房
kiannpang,kiânn-pâng
kiannsaipeng,囝婿爿
kiannsaipeng,kiánn-sài-pêng
kiannsaiphuann,囝婿伴
kiannsaiphuann,kiánn-sài-phuānn
kiannsiaunna,鏡箱仔
kiannsiaunna,kiànn-siaunn-á
kiannsionna,鏡箱仔
kiannsionna,kiànn-sionn-á
kiannsuann,行山
kiannsuann,kiânn,suann
kianntotuinn,行倒轉
kianntotuinn,kiânn-tó-tuínn
kianntsau,行走
kianntsau,kiânn-tsáu
kiansek,見識
kiansek,kiàn-sek
kiansiauhua,見笑花
kiansiauhua,kiàn-siàu-hua
kianteng,堅定
kianteng,kian-tēng
kiantseng,見證
kiantseng,kiàn-tsèng
kiapeng,枝仔冰
kiapeng,ki-á-peng
kiaphe,寄批
kiaphe,kià-phe
kiasenn,寄生
kiasenn,kià-senn
kiatau,結喉
kiatau,kiat-âu
kiatbeng,結盟
kiatbeng,kiat-bêng
Kiateng,崎頂
Kiateng,Kiā-téng
kiathu,吉符
kiathu,kiat-hû
kiatkheng,吉慶
kiatkheng,kiat-khèng
kiatlangpho,吉隆坡
kiatlangpho,kiat-lâng-pho
kiatlenga,吉寧仔
kiatlenga,kiat-lêng-á
kiatlengahi,吉寧仔戲
kiatlengahi,kiat-lêng-á-hì
kiatlengakau,吉寧仔教
kiatlengakau,kiat-lêng-á-kàu
kiatlengapiann,吉寧仔餅
kiatlengapiann,kiat-lêng-á-piánn
kiatlengasiau,吉寧仔數
kiatlengasiau,kiat-lêng-á-siàu
kiatlengatsiann,吉寧仔正
kiatlengatsiann,kiat-lêng-á-tsiann
kiatlengaua,吉寧仔話
kiatlengaua,kiat-lêng-á-uā
kiatli,吉利
kiatli,kiat-lī
kiatliong,吉隆
kiatliong,kiat-liông
kiatpaie,結拜的
kiatpaie,kiat-pài-ê
kiatpaihiannti,結拜兄弟
kiatpaihiannti,kiat-pài-hiann-tī
kiatpeng,結冰
kiatpeng,kiat-peng
kiatsan,寄棧
kiatsan,kià-tsàn
kiatshui,寄喙
kiatshui,kià-tshuì
kiatsi,吉時
kiatsi,kiat-sî
kiatsian,結善
kiatsian,kiat-siān
kiatsiong,吉相
kiatsiong,kiat-siòng
kiatsng,結霜
kiatsng,kiat-sng
kiatsuinn,結算
kiatsuinn,kiat-suìnn
kiatta,吉打
kiatta,kiat-tâ
kiatteng,結定
kiatteng,kiat-tēng
kiaua,寄話
kiaua,kià-uā
kiaukeng,筊間
kiaukeng,儌間
kiaukeng,kiáu-keng
kiaukha,儌骹
kiaukha,kiáu-kha
kiaukui,儌鬼
kiaukui,kiáu-kuí
kiaunn,羌
kiaunn,姜
kiaunn,薑
kiaunn,kiaunn
kiaunna,羌仔
kiaunna,kiaunn-á
Kiaunnaliau,羌仔寮
Kiaunnaliau,Kiaunn-á-liâu
kiaunnbo,薑母
kiaunnbo,kiaunn-bó
kiaunnboah,薑母鴨
kiaunnboah,kiaunn-bó-ah
kiaunnhua,薑花
kiaunnhua,kiaunn-hua
kiaunnpiann,薑餅
kiaunnpiann,kiaunn-piánn
kiaunnsi,薑絲
kiaunnsi,kiaunn-si
kiaupun,儌本
kiaupun,kiáu-pún
kiause,繳稅
kiause,kiáu-se
kiauseng,僑生
kiauseng,kiâu-seng
kiausian,儌仙
kiausian,kiáu-sian
kiauthuann,儌攤
kiauthuann,kiáu-thuann
kiautiaunn,儌場
kiautiaunn,kiáu-tiâunn
kiautionn,儌場
kiautionn,kiáu-tiônn
Kiautitshi,喬治市
Kiautitshi,Kiâu-tī-tshī
kiautseng,矯正
kiautseng,kiáu-tsèng
kiek,記憶
kiek,kì-ek
kiekthe,記憶體
kiekthe,kì-ek-thé
kiheng,機型
kiheng,ki-hêng
kiheng,舉行
kiheng,kí-hêng
kihioh,枝葉
kihioh,ki-hio̍h
kijin,記認
kijin,kì-jīn
Kikekkuan,技擊館
Kikekkuan,Ki-kek-kuán
kikhilang,機器人
kikhilang,ki-khì-lâng
kikiann,棋囝
kikiann,kî-kiánn
kikikaka,嘰嘰嘎嘎
kikikaka,ki-ki-ka-ka
kikitshio,吱吱笑
kikitshio,ki-ki-tshiò
kiko,旗篙
kiko,kî-ko
kikong,紀綱
kikong,kì-kong
kikuantsheng,機關銃
kikuantsheng,ki-kuan-tshèng
kikut,支骨
kikut,肌骨
kikut,ki-kut
kileng,技能
kileng,機能
kileng,ki-lêng
kiliamjit,紀念日
kiliamjit,kì-liām-ji̍t
kiliamkuan,史蹟
kiliamkuan,紀念館
kiliamkuan,sú-tsek
kiliamkuan,kì-liām-kuán
kiliamphin,紀念品
kiliamphin,kì-liām-phín
kilinlok,麒麟鹿
kilinlok,kî-lîn-lo̍k
kilo,基羅
kilo,ki-lô
kiloo,指路
kiloo,kí-lōo
kimam,今暗
kimam,kim-àm
kimbakloo,金目鱸
kimbakloo,kim-ba̍k-lôo
kimgintsua,金銀紙
kimgintsua,kim-gîn-tsuá
kimhiaunntsek,金香燭
kimhiaunntsek,kim-hiaunn-tsek
kimhionntsek,金香燭
kimhionntsek,kim-hionn-tsek
kimhonghua,金鳳花
kimhonghua,kim-hōng-hua
kimhua,金花
kimhua,kim-hua
kimhubak,金魚目
kimhubak,kim-hû-ba̍k
kimkam,金柑
kimkam,kim-kam
kimkhek,金曲
kimkhek,kim-khek
kimkhi,金器
kimkhi,kim-khì
kimkhong,金礦
kimkhong,kim-khòng
kimkimsiong,金金相
kimkimsiong,kim-kim-siōng
kimkua,金瓜
kimkua,kim-kua
kimkui,金櫃
kimkui,kim-kuī
kimkulek,金龜綠
kimkulek,kim-ku-le̍k
kimleng,金龍
kimleng,kim-lêng
kimleng,禁令
kimleng,kìm-lēng
Kimlenghiong,金寧鄉
Kimlenghiong,Kim-lêng-hiong
kimlenghu,金龍魚
kimlenghu,kim-lêng-hû
kimlian,金鍊
kimlian,kim-liān
kimmee,今暝
kimmee,kim-mêe
Kimmuikuan,金門縣
Kimmuikuan,Kim-muî-kuān
kimphuahlian,金珮鍊
kimphuahlian,kim-phua̍h-liān
kimphun,金盆
kimphun,kim-phûn
kimphunsetshiu,金盆洗手
kimphunsetshiu,kim-phûn-sé-tshiú
kimpue,金杯
kimpue,kim-pue
kimsek,金色
kimsek,kim-sek
kimsenn,今生
kimsenn,kim-senn
kimsi,今世
kimsi,kim-sì
kimsi,今時
kimsi,kim-sî
kimsiaksiak,金鑠鑠
kimsiaksiak,kim-siak-siak
kimsihsih,金熠熠
kimsihsih,kim-sih-sih
kimsuann,金沙
kimsuann,kim-suann
kimsun,金孫
kimsun,kim-sun
kimtaukong,金斗公
kimtaukong,kim-táu-kong
kimtiam,金店
kimtiam,kim-tiàm
kimtshe,金叉
kimtshe,kim-tshe
kimtshiutsainn,金手指
kimtshiutsainn,kim-tshiú-tsáinn
kimtsho,禁臊
kimtsho,kìm-tsho
kimtsiah,禁食
kimtsiah,kìm-tsia̍h
kimtsua,金蛇
kimtsua,kim-tsuâ
kimtun,金盾
kimtun,kim-tún
kimuinn,金黃
kimuinn,kim-uînn
kinbah,筋肉
kinbah,kin-bah
kinhuinn,近遠
kinhuinn,kīn-huīnn
kinjit,今日
kinjit,kin-ji̍t
kinkhuann,近看
kinkhuann,kīn-khuànn
kinkin,緊緊
kinkin,kín-kín
kinkin,近近
kinkin,kīn-kīn
kinkinho,緊緊好
kinkinho,kín-kín-hó
kinkinlai,緊緊來
kinkinlai,kín-kín-lâi
kinkippang,緊急房
kinkippang,kín-kip-pâng
kinloo,近路
kinloo,kīn-lōo
kinnseng,鹼性
kinnseng,kinn-sèng
kinseng,緊性
kinseng,kín-sèng
kintiaunn,緊張
kintiaunn,kín-tiaunn
kintionn,緊張
kintionn,kín-tionn
kintsio,弓蕉
kintsio,kin-tsio
kintsiohioh,弓蕉葉
kintsiohioh,kin-tsio-hio̍h
kintsioiu,弓蕉油
kintsioiu,kin-tsio-iû
kintsiotsinn,弓蕉糋
kintsiotsinn,kin-tsio-tsìnn
kioi,叫伊
kioi,kiò-i
kioilang,叫伊人
kioilang,kiò-i-lâng
kiokauthe,叫交替
kiokauthe,kiò-kau-thè
kiokha,橋骹
kiokha,kiô-kha
kiokheeh,叫客
kiokheeh,kiò-kheeh
kiokhua,菊花
kiokhua,kiok-hua
kiokhuatee,菊花茶
kiokhuatee,kiok-hua-têe
kioktiaunn,局長
kioktiaunn,kio̍k-tiáunn
kioktiaunn,劇場
kioktiaunn,kio̍k-tiâunn
kioktionn,局長
kioktionn,kio̍k-tiónn
kioktionn,劇場
kioktionn,kio̍k-tiônn
kioktseng,劇情
kioktseng,kio̍k-tsêng
kiolu,叫汝
kiolu,kiò-lú
kiolulang,叫汝人
kiolulang,kiò-lú-lâng
kiomui,叫門
kiomui,kiò-muî
kiongbeng,共鳴
kiongbeng,kiōng-bêng
kiongeng,供應
kiongeng,kiong-èng
kionghihuattsai,恭喜發財
kionghihuattsai,kiong-hí-huat-tsâi
kiongho,恭賀
kiongho,kiong-hō
kionglek,強力
kionglek,kiông-le̍k
kiongngee,強硬
kiongngee,kiông-ngēe
kiongpek,強迫
kiongpek,強逼
kiongpek,kiông-pek
kiongpoke,宮保雞
kiongpoke,kiong-pó-ke
kiongsantong,共產黨
kiongsantong,kiōng-sán-tóng
kiongsek,共識
kiongsek,kiōng-sek
kiongteng,宮廷
kiongteng,kiong-têng
kiongtshiann,恭請
kiongtshiann,kiong-tshiánn
kiongtshiaunn,強搶
kiongtshiaunn,kiông-tshiáunn
kiongtshionn,強搶
kiongtshionn,kiông-tshiónn
kionn,羌
kionn,姜
kionn,薑
kionn,kionn
kionna,羌仔
kionna,kionn-á
Kionnaliau,羌仔寮
Kionnaliau,Kionn-á-liâu
kionnbo,薑母
kionnbo,kionn-bó
kionnboah,薑母鴨
kionnboah,kionn-bó-ah
kionnhua,薑花
kionnhua,kionn-hua
kionnpiann,薑餅
kionnpiann,kionn-piánn
kionnsi,薑絲
kionnsi,kionn-si
kiosek,茄色
kiosek,kiô-sek
kioteng,橋頂
kioteng,kiô-téng
KiothauThngtshiaunn,橋頭糖廠
KiothauThngtshiaunn,Kiô-thâu-Thn̂g-tshiáunn
KiothauThngtshionn,橋頭糖廠
KiothauThngtshionn,Kiô-thâu-Thn̂g-tshiónn
kiothinnkiote,叫天叫地
kiothinnkiote,kiò-thinn-kiò-tē
kiotianua,叫電話
kiotianua,kiò-tiān-uā
kiotsham,叫慘
kiotsham,kiò-tshám
kiowa,叫我
kiowa,kiò-wá
kiowalang,叫我人
kiowalang,kiò-wá-lâng
kipkeeh,及格
kipkeeh,ki̍p-keeh
kipkiupang,急救房
kipkiupang,kip-kiù-pâng
kippenn,急病
kippenn,kip-pēnn
kipseng,急性
kipseng,kip-sèng
kipsio,急燒
kipsio,kip-sio
kiptseng,急症
kiptseng,kip-tsèng
kipunsiong,基本上
kipunsiong,ki-pún-siōng
kiseng,記性
kiseng,kì-sèng
kisi,幾時
kisi,kī-sî
kit,汔
kit,ki̍t
kitang,乩童
kitang,ki-tâng
kitha,其它
kitha,kî-tha
kithiau,旗柱
kithiau,kî-thiāu
kithiu,基抽
kithiu,ki-thiu
kiti,機智
kiti,ki-tì
kitiaunn,機長
kitiaunn,ki-tiáunn
kitiaunn,機場
kitiaunn,ki-tiâunn
kitibai,記持䆀
kitibai,kì-tî-bái
kitionn,機長
kitionn,ki-tiónn
kitionn,機場
kitionn,ki-tiônn
kitit,記得
kitit,kì-tit
kitsang,枝欉
kitsang,ki-tsâng
kitsek,奇蹟
kitsek,kî-tsek
kitsi,杞子
kitsi,kí-tsí
kiuangkong,求尪公
kiuangkong,kiû-ang-kong
kiuhongiâ,九皇爺
kiuhongiâ,kiú-hông-iâ
kiuhoo,求雨
kiuhoo,kiû-hōo
kiuhuekeng,救火間
kiuhuekeng,kiù-hué-keng
kiuhueki,救火機
kiuhueki,kiù-hué-ki
kiuhuetshia,救火車
kiuhuetshia,kiù-hué-tshia
kiuhuetui,救火隊
kiuhuetui,kiù-hué-tuī
kiui,求醫
kiui,kiû-i
kiuji,求字
kiuji,kiû-jī
kiukeng,究竟
kiukeng,kiù-kèng
kiukeng,球間
kiukeng,kiû-keng
kiulang,求人
kiulang,kiû-lâng
kiumiasann,救命衫
kiumiasann,kiù-miā-sann
kiumiatsun,救命船
kiumiatsun,kiù-miā-tsûn
kiumui,球門
kiumui,kiû-muî
kiuoh,求學
kiuoh,kiû-o̍h
kiupai,求拜
kiupai,kiû-pài
kiupeng,救兵
kiupeng,kiù-peng
kiusenntsun,救生船
kiusenntsun,kiù-senn-tsûn
kiusennuan,救生員
kiusennuan,kiù-senn-uân
kiusin,求神
kiusin,kiû-sîn
kiusinmuihut,求神問佛
kiusinmuihut,kiû-sîn-muī-hu̍t
kiutiann,球埕
kiutiann,kiû-tiânn
kiutiaunn,球場
kiutiaunn,kiû-tiâunn
kiutionn,球場
kiutionn,kiû-tiônn
kiutsai,求財
kiutsai,kiû-tsâi
kiutseng,糾正
kiutseng,kiù-tsèng
kiutseng,求情
kiutseng,kiû-tsêng
kiutshiam,求籤
kiutshiam,kiû-tshiam
kiutshin,求親
kiutshin,kiû-tshin
kiutsu,救主
kiutsu,kiù-tsú
knggee,鋼牙
knggee,kǹg-gêe
kngtang,廣東
kngtang,kńg-tang
kngtanglang,廣東人
kngtanglang,kńg-tang-lâng
kngtangtsiah,廣東食
kngtangtsiah,kńg-tang-tsia̍h
kngtangua,廣東話
kngtangua,kńg-tang-uā
kngteng,鋼釘
kngteng,kǹg-teng
kobeng,高明
kobeng,ko-bêng
kobolang,閣有人
kobolang,koh-bô-lâng
koguagueh,個外月
koguagueh,kò-guā-gue̍h
kohbue,閣未
kohbue,koh-buē
kohbueliau,閣未了
kohbueliau,koh-buē-liáu
kohehiau,閣會曉
kohehiau,koh-ē-hiáu
kohesai,閣會使
kohesai,koh-ē-sái
KohiongKoktseKitiaunn,高雄國際機場
KohiongKoktseKitiaunn,Ko-hiông-Kok-tsè-Ki-tiâunn
KohiongKoktseKitionn,高雄國際機場
KohiongKoktseKitionn,Ko-hiông-Kok-tsè-Ki-tiônn
kohionn,各樣
kohionn,koh-iōnn
kohkee,閣加
kohkee,koh-kee
kohkhah,koh-khah
kohkiam,閣減
kohkiam,koh-kiám
kohtsai,閣再
kohtsai,koh-tsài
kohtsailai,閣再來
kohtsailai,koh-tsài-lâi
kohtshun,閣賰
kohtshun,koh-tshun
kohulang,閣有人
kohulang,koh-ū-lâng
koian,高淵
koian,ko-ian
koiu,膏油
koiu,ko-iû
kokbu,國務
kokbu,kok-bū
kokee,高架
kokee,ko-kèe
kokeng,國營
kokeng,kok-êng
kokhu,國父
kokhu,kok-hū
kokhua,國花
kokhua,kok-hua
kokhuegiuan,國會議員
kokhuegiuan,kok-huē-gī-uân
kokkaguansiu,國家元首
kokkaguansiu,kok-ka-guân-siú
kokkheng,國慶
kokkheng,kok-khèng
kokkhengjit,國慶日
kokkhengjit,kok-khèng-ji̍t
kokkokpue,各各飛
kokkokpue,kok-kok-pue
kokkun,國軍
kokkun,kok-kun
koklan,國難
koklan,kok-lān
koklek,國曆
koklek,kok-le̍k
kokloo,各路
kokloo,kok-lōo
koko,可可
koko,kó-kó
kokosek,可可色
kokosek,kó-kó-sek
kokotinn,綶綶纏
kokotinn,ko-ko-tînn
koksek,各色
koksek,kok-sek
Koksenghiong,國姓鄉
Koksenghiong,Kok-sèng-hiong
Koksengpoo,國姓埔
Koksengpoo,Kok-sèng-poo
koksim,各心
koksim,kok-sim
kokthai,國泰
kokthai,kok-thài
kokthaibinan,國泰民安
kokthaibinan,kok-thài-bîn-an
koktin,國陣
koktin,kok-tìn
koktsek,國籍
koktsek,kok-tse̍k
koktseng,國情
koktseng,kok-tsêng
koktshng,穀倉
koktshng,kok-tshng
kolang,個人
kolang,kò-lâng
koleng,高齡
koleng,ko-lêng
koletshaihua,高麗菜花
koletshaihua,ko-lê-tshài-hua
kong,㼦
kong,kóng
kongbeng,光明
kongbeng,kong-bêng
kongbeng,講明
kongbeng,kóng-bêng
kongbengtseh,光明節
kongbengtseh,kong-bêng-tseh
kongbi,公米
kongbi,kong-bí
kongbuuan,公務員
kongbuuan,kong-bū-uân
kongek,公益
kongek,kong-ek
kongeng,公營
kongeng,kong-êng
kongeng,光榮
kongeng,kng-îng
konggong,狂憨
konggong,kông-gōng
konggongua,講戇話
konggongua,kóng-gōng-uā
konggulau,公寓樓
konggulau,kong-gū-lâu
konghai,公海
konghai,kong-hái
konghausiau,講嘐潲
konghausiau,kóng-hau-siâu
konghausiauua,講嘐潲話
konghausiauua,kóng-hau-siâu-uā
konghong,供奉
konghong,kong-hōng
konghu,廣府
konghu,kóng-hú
konghua,光華
konghua,kong-huâ
konghuinn,公園
konghuinn,kong-huînn
konghulang,廣府人
konghulang,kóng-hú-lâng
konghupan,廣府班
konghupan,kóng-hú-pan
konghutsha,廣府炒
konghutsha,Kóng-hú-tshá
konghutsiah,廣府食
konghutsiah,kóng-hú-tsia̍h
konghuua,廣府話
konghuua,kóng-hú-uā
kongkee,公家
kongkee,kong-kee
kongkee,公價
kongkee,kong-kèe
kongkee,功架
kongkee,kóng-kèe
kongkee,講價
kongkee,kóng‑kè
kongkek,攻擊
kongkek,kong-kek
kongkeng,光景
kongkeng,kong-kéng
kongkhek,公克
kongkhek,kong-khek
kongkheng,公頃
kongkheng,kong-khéng
kongkithiu,公基抽
kongkithiu,kong-ki-thiu
kongkong,公公
kongkong,kong-kong
kongkong,狂狂
kongkong,kông-kông
kongkopai,廣告牌
kongkopai,kóng-kò-pâi
konglek,功力
konglek,kong-le̍k
kongleng,功能
kongleng,kong-lêng
kongli,公理
kongli,kong-lí
kongma,公嬤
kongma,kong-má
kongpangee,公班衙
kongpangee,kong-pan-gêe
kongpeehtshat,講白賊
kongpeehtshat,kóng-pe̍eh-tsha̍t
kongpootiantai,廣播電台
kongpootiantai,kóng-pòo-tiān-tâi
kongsannthoksi,講三託四
kongsannthoksi,kóng-sann-thok-sì
kongsek,公式
kongsek,kong-sek
kongseng,公升
kongseng,kong-seng
kongsiau,公數
kongsiau,kong-siàu
kongsinlek,公信力
kongsinlek,kong-sìn-le̍k
kongsisuann,公司山
kongsisuann,kong-si-suann
kongsngtshio,講耍笑
kongsngtshio,kóng-sńg-tshiò
kongsubopun,公私無分
kongsubopun,kong-su-bô-pun
kongte,功底
kongte,kong-té
kongtek,功德
kongtek,kong-tek
kongteksim,公德心
kongteksim,kong-tek-sim
kongtektshu,功德茨
kongtektshu,kong-tek-tshù
kongthau,降頭
kongthau,kōng-thâu
kongthiong,公塚
kongthiong,kong-thióng
kongthng,貢糖
kongthng,kòng-thn̂g
kongtseng,公正
kongtseng,kong-tsèng
kongtseng,講情
kongtseng,kóng-tsêng
kongtseng,摃鐘
kongtseng,kòng-tseng
kongtsengtong,公正黨
kongtsengtong,kong-tsèng-tóng
kongtshai,光采
kongtshai,kong-tshái
kongtshia,供車
kongtshia,kong-tshia
kongtshiatsam,公車站
kongtshiatsam,kong-tshia-tsām
kongtshin,講親
kongtshin,kóng-tshin
kongtshinsu,講親事
kongtshinsu,kóng-tshin-sū
kongtshiu,摃手
kongtshiu,kòng-tshiú
kongtshu,供茨
kongtshu,kong-tshù
kongtuasiannua,講大聲話
kongtuasiannua,kóng,tuā-siann-uā
kongua,講話
kongua,kóng-uā
konguan,摃丸
konguan,kóng-uân
konlo,乾撈
konlo,kon-lo
konlomi,乾撈麵
konlomi,kon-lo-mī
kooateng,鼓仔燈
kooateng,kóo-á-teng
koobin,顧面
koobin,kòo-bīn
koobintsu,顧面子
koobintsu,kòo-bīn-tsú
koobo,姑母
koobo,koo-bó
kooboo,構謀
kooboo,kòo-bôo
kooguehlai,顧月內
kooguehlai,kòo-gue̍h-lāi
kooim,古音
kooim,kóo-im
kooji,古字
kooji,kóo-jī
kookee,估價
kookee,kóo-kèe
kookee,股價
kookee,kóo-kèe
kookee,顧家
kookee,kòo-kee
kookeeji,估價字
kookeeji,kóo-kèe-jī
kookeng,孤間
kookeng,koo-keng
kookhatshiu,孤跤手
kookhatshiu,koo-kha-tshiú
kookheeh,顧客
kookheeh,kòo-kheeh
kookhuann,顧看
kookhuann,kòo-khuànn
kookhut,孤倔
kookhut,koo-khu̍t
kookhuttsehtseng,孤𣮈絕種
kookhuttsehtseng,koo-khu̍t-tse̍h-tséng
kookiann,顧囝
kookiann,kòo-kiánn
koolang,古人
koolang,kóo-lâng
koomootsehtseng,孤毛絕種
koomootsehtseng,koo-môo-tse̍h-tséng
koomui,顧門
koomui,kòo-muî
koonioo,姑娘
koonioo,koo-niôo
koopeng,孤爿
koopeng,koo-pêng
koopeng,購併
koopeng,kòo-pèng
koosanntuinn,顧三頓
koosanntuinn,kòo-sann-tuìnn
koosek,股息
koosek,kóo-sek
kooseng,構成
kooseng,kòo-sêng
koosi,古詩
koosi,kóo-si
koosi,古時
koosi,kóo-sî
koosuinn,估算
koosuinn,kóo-suìnn
Kooteng,古亭
Kooteng,Kóo-têng
kooteng,固定
kooteng,kòo-tēng
koothaukoobue,顧頭顧尾
koothaukoobue,kòo-thâu-kòo-bué
kootiam,顧店
kootiam,kòo-tiàm
kootiaunn,姑丈
kootiaunn,koo-tiāunn
kootiaunn,股長
kootiaunn,kóo-tiáunn
kootionn,姑丈
kootionn,koo-tiōnn
kootionn,股長
kootionn,kóo-tiónn
kootit,古直
kootit,kóo-ti̍t
kootongtu,古董櫥
kootongtu,kóo-tóng-tû
kootsabi,古早味
kootsabi,kóo-tsá-bī
